"STATION","DATE","TAVG","TMAX","TMIN"
"ARM00087938","2022-01-01","9.1",,"5.4"
"ARM00087938","2022-01-02","5.7","13.3","4.0"
"ARM00087938","2022-01-03","6.3",,"4.0"
"ARM00087938","2022-01-04","5.7","10.0","3.8"
"ARM00087938","2022-01-05","8.1",,
"ARM00087938","2022-01-06","10.1",,"5.5"
"ARM00087938","2022-01-07","10.1","14.4","4.0"
"ARM00087938","2022-01-08","9.8","13.5","7.0"
"ARM00087938","2022-01-09","7.7","12.0","5.0"
"ARM00087938","2022-01-10","8.4","12.0",
"ARM00087938","2022-01-11","5.8","12.0","2.0"
"ARM00087938","2022-01-12","8.8",,"4.0"
"ARM00087938","2022-01-13","8.8",,"4.0"
"ARM00087938","2022-01-14","7.6","13.0","3.0"
"ARM00087938","2022-01-15","5.7","10.5","3.8"
"ARM00087938","2022-01-16","4.9","7.8","3.6"
"ARM00087938","2022-01-17","5.7",,"3.0"
"ARM00087938","2022-01-18","10.4",,"5.0"
"ARM00087938","2022-01-19","9.7","14.0","7.0"
"ARM00087938","2022-01-20","15.2",,"6.5"
"ARM00087938","2022-01-21","14.4","24.2","9.6"
"ARM00087938","2022-01-22","10.1","19.4",
"ARM00087938","2022-01-23","10.3",,"7.5"
"ARM00087938","2022-01-24","9.1","15.9",
"ARM00087938","2022-01-25","6.0","12.0","5.0"
"ARM00087938","2022-01-26","8.9",,"5.0"
"ARM00087938","2022-01-27","10.0","12.0","8.5"
"ARM00087938","2022-01-28","12.6",,
"ARM00087938","2022-01-29","12.0","18.0",
"ARM00087938","2022-01-30","7.4","16.0","6.0"
"ARM00087938","2022-01-31","7.6",,"5.0"
"ARM00087938","2022-02-01","5.4","10.0","4.0"
"ARM00087938","2022-02-02","6.5",,"4.0"
"ARM00087938","2022-02-03","6.4","9.0","3.5"
"ARM00087938","2022-02-04","7.8",,"2.5"
"ARM00087938","2022-02-05","11.9",,"4.0"
"ARM00087938","2022-02-06","11.3",,"6.0"
"ARM00087938","2022-02-07","18.9",,"9.4"
"ARM00087938","2022-02-08","11.0","23.0","8.0"
"ARM00087938","2022-02-09","10.2",,"7.5"
"ARM00087938","2022-02-10","8.1","14.7","7.0"
"ARM00087938","2022-02-11","9.4",,"6.0"
"ARM00087938","2022-02-12","9.7","14.0","7.9"
"ARM00087938","2022-02-13","8.3",,
"ARM00087938","2022-02-14","7.2","14.0","3.6"
"ARM00087938","2022-02-15","7.3","12.5","4.0"
"ARM00087938","2022-02-16","6.9",,"3.0"
"ARM00087938","2022-02-17","12.5",,"6.0"
"ARM00087938","2022-02-18","8.8","14.5",
"ARM00087938","2022-02-19","6.7","10.0","3.5"
"ARM00087938","2022-02-20","7.7",,"4.0"
"ARM00087938","2022-02-21","11.1",,"5.5"
"ARM00087938","2022-02-22","11.1","17.0","9.4"
"ARM00087938","2022-02-23","9.6",,"4.9"
"ARM00087938","2022-02-24","14.3",,"6.0"
"ARM00087938","2022-02-25","10.2","18.2",
"ARM00087938","2022-02-26","9.7",,"5.0"
"ARM00087938","2022-02-27","8.2","15.0","6.0"
"ARM00087938","2022-02-28","6.5","9.0","4.5"
"ARM00087938","2022-03-01","7.8",,"5.0"
"ARM00087938","2022-03-02","8.4",,"4.8"
"ARM00087938","2022-03-03","10.0",,"6.0"
"ARM00087938","2022-03-04","9.2","14.2","6.5"
"ARM00087938","2022-03-05","7.6","12.7",
"ARM00087938","2022-03-06","5.4","9.6",
"ARM00087938","2022-03-07","6.6",,"3.0"
"ARM00087938","2022-03-08","11.2",,"4.2"
"ARM00087938","2022-03-09","7.9","15.1","6.0"
"ARM00087938","2022-03-10","8.8",,"6.5"
"ARM00087938","2022-03-11","10.6","13.5","7.5"
"ARM00087938","2022-03-12","7.8",,"4.0"
"ARM00087938","2022-03-13","8.2","11.8",
"ARM00087938","2022-03-14","4.4","10.0",
"ARM00087938","2022-03-15","5.8",,"2.8"
"ARM00087938","2022-03-16","4.4","8.2","2.8"
"ARM00087938","2022-03-17","3.0",,
"ARM00087938","2022-03-18","3.1","6.0","0.7"
"ARM00087938","2022-03-19","5.0",,"0.7"
"ARM00087938","2022-03-20","11.1",,"2.1"
"ARM00087938","2022-03-21","10.0","17.4","7.5"
"ARM00087938","2022-03-22","10.1","14.7",
"ARM00087938","2022-03-23","6.1","12.7","3.5"
"ARM00087938","2022-03-24","8.6",,"3.7"
"ARM00087938","2022-03-25","11.8",,"7.0"
"ARM00087938","2022-03-26","11.5","16.5",
"ARM00087938","2022-03-27","7.1",,"4.5"
"ARM00087938","2022-03-28","6.7","11.5","3.5"
"ARM00087938","2022-03-29","5.5","9.4","4.0"
"ARM00087938","2022-03-30","7.5",,"4.2"
"ARM00087938","2022-03-31","9.3",,"5.8"
"ARM00087938","2022-04-01","7.2","12.7","5.5"
"ARM00087938","2022-04-02","3.7","8.0","1.8"
"ARM00087938","2022-04-03","4.6","7.5","2.2"
"ARM00087938","2022-04-04","3.2","7.0","2.0"
"ARM00087938","2022-04-05","2.6","5.9","1.0"
"ARM00087938","2022-04-06","4.0",,"1.5"
"ARM00087938","2022-04-07","4.1",,"2.0"
"ARM00087938","2022-04-08","3.1",,"0.8"
"ARM00087938","2022-04-09","5.9",,"0.9"
"ARM00087938","2022-04-10","7.1","12.3","3.0"
"ARM00087938","2022-04-11","5.7","8.5","4.5"
"ARM00087938","2022-04-12","6.4","9.0",
"ARM00087938","2022-04-13","7.4",,"2.5"
"ARM00087938","2022-04-14","9.0","14.4","5.0"
"ARM00087938","2022-04-15","6.7","11.2","4.6"
"ARM00087938","2022-04-16","5.8","10.4",
"ARM00087938","2022-04-17","7.9",,"3.0"
"ARM00087938","2022-04-18","6.6","11.5","3.0"
"ARM00087938","2022-04-19","9.2",,"3.9"
"ARM00087938","2022-04-20","6.9","13.0","3.5"
"ARM00087938","2022-04-21","5.9","11.0","4.0"
"ARM00087938","2022-04-22","5.6",,"3.0"
"ARM00087938","2022-04-23","6.3","10.5","3.0"
"ARM00087938","2022-04-24","5.1","9.0",
"ARM00087938","2022-04-25","3.6","7.5","-0.4"
"ARM00087938","2022-04-26","4.1","6.4","2.6"
"ARM00087938","2022-04-27","2.7","5.5",
"ARM00087938","2022-04-28","3.7",,"0.0"
"ARM00087938","2022-04-29","6.0","7.0","4.0"
"ARM00087938","2022-04-30","3.2","7.0",
"ARM00087938","2022-05-01","7.1","9.0","0.4"
"ARM00087938","2022-05-02","6.0",,
"ARM00087938","2022-05-03","4.8","11.0","3.0"
"ARM00087938","2022-05-04","4.3","7.6","2.8"
"ARM00087938","2022-05-05","6.3",,"2.4"
"ARM00087938","2022-05-06","4.5","11.0","2.5"
"ARM00087938","2022-05-07","8.4",,"1.7"
"ARM00087938","2022-05-08","6.9","13.5",
"ARM00087938","2022-05-09","6.4",,"4.5"
"ARM00087938","2022-05-10","5.3","8.0","3.0"
"ARM00087938","2022-05-11","10.3",,"4.5"
"ARM00087938","2022-05-12","6.5","13.5",
"ARM00087938","2022-05-13","5.8",,"5.0"
"ARM00087938","2022-05-14","5.7",,"2.8"
"ARM00087938","2022-05-15","6.1",,"3.0"
"ARM00087938","2022-05-16","8.9",,"3.0"
"ARM00087938","2022-05-17","5.7","12.5",
"ARM00087938","2022-05-18","6.9",,"4.5"
"ARM00087938","2022-05-19","8.0",,"5.0"
"ARM00087938","2022-05-20","8.4","14.5","5.5"
"ARM00087938","2022-05-21","5.8","9.2",
"ARM00087938","2022-05-22","2.6","6.3","1.0"
"ARM00087938","2022-05-23","1.3","4.2","0.0"
"ARM00087938","2022-05-24","2.3",,"-0.4"
"ARM00087938","2022-05-25","4.7",,"2.0"
"ARM00087938","2022-05-26","2.8","6.0",
"ARM00087938","2022-05-27","1.8",,"0.1"
"ARM00087938","2022-05-28","1.9","3.5","0.5"
"ARM00087938","2022-05-29","3.4",,"1.5"
"ARM00087938","2022-05-30","5.6",,"3.0"
"ARM00087938","2022-05-31","5.3","6.6",
"ARM00087938","2022-06-01","2.1","6.1","0.5"
"ARM00087938","2022-06-02","1.4","3.6","0.0"
"ARM00087938","2022-06-03","4.7",,"0.0"
"ARM00087938","2022-06-04","3.2","7.0","0.5"
"ARM00087938","2022-06-05","6.9",,"1.4"
"ARM00087938","2022-06-06","4.5","11.0",
"ARM00087938","2022-06-07","6.4",,"1.0"
"ARM00087938","2022-06-08","5.8",,
"ARM00087938","2022-06-09","1.7","6.5",
"ARM00087938","2022-06-10","3.8",,"-0.2"
"ARM00087938","2022-06-11","5.9",,"3.0"
"ARM00087938","2022-06-12","9.2","14.0","3.5"
"ARM00087938","2022-06-13","4.7","10.4",
"ARM00087938","2022-06-14","4.1","6.7",
"ARM00087938","2022-06-15","4.9",,"1.5"
"ARM00087938","2022-06-16","3.9","8.2",
"ARM00087938","2022-06-17","-0.1","3.0",
"ARM00087938","2022-06-18","-1.3","1.2","-3.0"
"ARM00087938","2022-06-19","-1.1",,"-2.5"
"ARM00087938","2022-06-20","0.2","1.2",
"ARM00087938","2022-06-21","2.3",,"-1.0"
"ARM00087938","2022-06-22","3.1",,"1.9"
"ARM00087938","2022-06-23","2.6","4.5","1.2"
"ARM00087938","2022-06-24","4.6",,"2.0"
"ARM00087938","2022-06-25","5.6","7.5","3.5"
"ARM00087938","2022-06-26","6.7",,"3.0"
"ARM00087938","2022-06-27","4.4","10.0",
"ARM00087938","2022-06-28","4.8","7.0",
"ARM00087938","2022-06-29","1.7","4.5","0.0"
"ARM00087938","2022-06-30","0.2","3.5",
"ARM00087938","2022-07-01","0.2",,
"ARM00087938","2022-07-02","4.3",,"-0.6"
"ARM00087938","2022-07-03","3.1","5.9",
"ARM00087938","2022-07-04","1.8","4.0",
"ARM00087938","2022-07-05","0.5","2.8",
"ARM00087938","2022-07-06","-1.9","1.7","-3.0"
"ARM00087938","2022-07-07","-0.7",,"-3.2"
"ARM00087938","2022-07-08","-1.7",,"-3.6"
"ARM00087938","2022-07-09","-1.2","0.0","-3.0"
"ARM00087938","2022-07-10","0.2",,"-3.1"
"ARM00087938","2022-07-11","-0.9","2.2",
"ARM00087938","2022-07-12","2.7",,"-1.6"
"ARM00087938","2022-07-13","2.4","4.3","1.6"
"ARM00087938","2022-07-14","-0.4","3.5",
"ARM00087938","2022-07-15","-0.3",,
"ARM00087938","2022-07-16","3.0",,"-1.2"
"ARM00087938","2022-07-17","4.4",,
"ARM00087938","2022-07-18","2.8",,
"ARM00087938","2022-07-19","2.9","7.0",
"ARM00087938","2022-07-20","1.9","5.5",
"ARM00087938","2022-07-21","-1.0","3.2","-2.3"
"ARM00087938","2022-07-22","1.0",,"-2.2"
"ARM00087938","2022-07-23","1.7",,
"ARM00087938","2022-07-24","1.4","2.9",
"ARM00087938","2022-07-25","2.2",,"0.0"
"ARM00087938","2022-07-26","1.3","4.2","-0.4"
"ARM00087938","2022-07-27","3.3",,
"ARM00087938","2022-07-28","5.8",,"1.9"
"ARM00087938","2022-07-29","3.6","8.8",
"ARM00087938","2022-07-30","5.5",,"2.0"
"ARM00087938","2022-07-31","4.9","8.4",
"ARM00087938","2022-08-01","5.0",,
"ARM00087938","2022-08-02","6.1","9.2",
"ARM00087938","2022-08-03","2.6","6.2",
"ARM00087938","2022-08-04","3.8",,"0.8"
"ARM00087938","2022-08-05","3.9","6.8","1.8"
"ARM00087938","2022-08-06","1.7","5.0",
"ARM00087938","2022-08-07","2.3",,
"ARM00087938","2022-08-08","2.7","6.5","0.5"
"ARM00087938","2022-08-09","4.1",,"1.3"
"ARM00087938","2022-08-10","5.1",,
"ARM00087938","2022-08-11","2.1","7.0","0.9"
"ARM00087938","2022-08-12","2.1","4.0",
"ARM00087938","2022-08-13","2.8",,
"ARM00087938","2022-08-14","2.5","5.4","0.5"
"ARM00087938","2022-08-15","2.8",,
"ARM00087938","2022-08-16","2.6","5.3","0.6"
"ARM00087938","2022-08-17","2.8",,"0.7"
"ARM00087938","2022-08-18","4.2",,"1.5"
"ARM00087938","2022-08-19","3.4","5.5",
"ARM00087938","2022-08-20","3.6",,
"ARM00087938","2022-08-21","6.2",,"1.5"
"ARM00087938","2022-08-22","3.8","8.5",
"ARM00087938","2022-08-23","4.9",,
"ARM00087938","2022-08-24","5.2","10.2",
"ARM00087938","2022-08-25","4.7","8.7",
"ARM00087938","2022-08-26","1.2","9.0",
"ARM00087938","2022-08-27","0.2",,"-2.0"
"ARM00087938","2022-08-28","4.9",,"-1.0"
"ARM00087938","2022-08-29","6.8",,"4.0"
"ARM00087938","2022-08-30","6.3","10.4",
"ARM00087938","2022-08-31","7.1","10.5",
"ARM00087938","2022-09-01","4.9","10.5","2.0"
"ARM00087938","2022-09-02","4.1","7.5",
"ARM00087938","2022-09-03","3.0","6.8","2.0"
"ARM00087938","2022-09-04","3.6",,"0.6"
"ARM00087938","2022-09-05","5.4","10.5",
"ARM00087938","2022-09-06","0.1","6.5",
"ARM00087938","2022-09-07","1.6",,"-1.9"
"ARM00087938","2022-09-08","3.0",,"0.8"
"ARM00087938","2022-09-09","7.2",,"1.5"
"ARM00087938","2022-09-10","5.8","11.8",
"ARM00087938","2022-09-11","5.4",,
"ARM00087938","2022-09-12","5.6","9.5","1.5"
"ARM00087938","2022-09-13","6.6","9.5",
"ARM00087938","2022-09-14","5.6",,"1.6"
"ARM00087938","2022-09-15","6.5","11.0",
"ARM00087938","2022-09-16","3.0","7.5","0.0"
"ARM00087938","2022-09-17","4.2",,"0.9"
"ARM00087938","2022-09-18","4.9",,"2.7"
"ARM00087938","2022-09-19","4.7",,
"ARM00087938","2022-09-20","7.5",,"2.4"
"ARM00087938","2022-09-21","8.2","12.5","5.1"
"ARM00087938","2022-09-22","9.2",,"6.5"
"ARM00087938","2022-09-23","9.2",,"6.0"
"ARM00087938","2022-09-24","4.6","13.5",
"ARM00087938","2022-09-25","6.6",,"2.0"
"ARM00087938","2022-09-26","5.9","11.0","4.0"
"ARM00087938","2022-09-27","6.3",,"3.5"
"ARM00087938","2022-09-28","9.3",,"4.6"
"ARM00087938","2022-09-29","10.4","15.5",
"ARM00087938","2022-09-30","6.5","13.4","2.5"
"ARM00087938","2022-10-01","5.6","11.0","2.0"
"ARM00087938","2022-10-02","5.7",,
"ARM00087938","2022-10-03","6.3","11.1","2.5"
"ARM00087938","2022-10-04","9.1",,"4.2"
"ARM00087938","2022-10-05","7.8","15.5","5.5"
"ARM00087938","2022-10-06","5.7","11.9",
"ARM00087938","2022-10-07","4.9","8.5","3.5"
"ARM00087938","2022-10-08","4.9",,"1.8"
"ARM00087938","2022-10-09","8.8",,"4.5"
"ARM00087938","2022-10-10","8.1","12.8",
"ARM00087938","2022-10-11","7.9",,"3.5"
"ARM00087938","2022-10-12","2.0","12.0",
"ARM00087938","2022-10-13","3.6",,"0.5"
"ARM00087938","2022-10-14","8.7",,"4.5"
"ARM00087938","2022-10-15","8.4","14.0","4.0"
"ARM00087938","2022-10-16","7.7",,
"ARM00087938","2022-10-17","9.3",,"5.4"
"ARM00087938","2022-10-18","6.7","16.2",
"ARM00087938","2022-10-19","6.9",,
"ARM00087938","2022-10-20","3.1","12.1",
"ARM00087938","2022-10-21","8.1",,"3.4"
"ARM00087938","2022-10-22","8.3","13.7",
"ARM00087938","2022-10-23","7.9",,"5.9"
"ARM00087938","2022-10-24","7.1","14.0",
"ARM00087938","2022-10-25","5.3","11.5","2.0"
"ARM00087938","2022-10-26","8.6",,"4.2"
"ARM00087938","2022-10-27","8.2","13.5","6.0"
"ARM00087938","2022-10-28","5.2","12.0",
"ARM00087938","2022-10-29","3.1","8.3",
"ARM00087938","2022-10-30","4.1",,"1.5"
"ARM00087938","2022-10-31","6.2",,
"ARM00087938","2022-11-01","6.4","11.0","4.0"
"ARM00087938","2022-11-02","8.3",,
"ARM00087938","2022-11-03","10.4",,"4.5"
"ARM00087938","2022-11-04","10.1","18.5","6.5"
"ARM00087938","2022-11-05","12.2",,"6.0"
"ARM00087938","2022-11-06","8.7","22.1","6.5"
"ARM00087938","2022-11-07","11.2",,
"ARM00087938","2022-11-08","10.7","18.3","8.6"
"ARM00087938","2022-11-09","7.6","12.2",
"ARM00087938","2022-11-10","6.7",,"2.5"
"ARM00087938","2022-11-11","7.9",,"4.0"
"ARM00087938","2022-11-12","9.2",,"2.9"
"ARM00087938","2022-11-13","13.0",,"7.0"
"ARM00087938","2022-11-14","12.4",,
"ARM00087938","2022-11-15","11.9",,"8.0"
"ARM00087938","2022-11-16","9.7","19.0",
"ARM00087938","2022-11-17","11.7",,"7.8"
"ARM00087938","2022-11-18","13.0","17.5","9.8"
"ARM00087938","2022-11-19","11.5","18.0","6.5"
"ARM00087938","2022-11-20","7.7","14.5","5.1"
"ARM00087938","2022-11-21","10.3",,"6.5"
"ARM00087938","2022-11-22","11.8",,"7.4"
"ARM00087938","2022-11-23","8.1","18.0","3.5"
"ARM00087938","2022-11-24","8.6",,"3.0"
"ARM00087938","2022-11-25","9.1","15.1",
"ARM00087938","2022-11-26","6.8","12.5",
"ARM00087938","2022-11-27","9.8",,"5.6"
"ARM00087938","2022-11-28","14.4",,"8.0"
"ARM00087938","2022-11-29","6.9","20.2","4.0"
"ARM00087938","2022-11-30","8.6",,"4.8"
"ARM00087938","2022-12-01","11.7",,"7.0"
"ARM00087938","2022-12-02","11.7",,
"ARM00087938","2022-12-03","6.8","17.8","3.5"
"ARM00087938","2022-12-04","7.3",,"3.0"
"ARM00087938","2022-12-05","6.7","14.5","4.0"
"ARM00087938","2022-12-06","4.9","10.1","2.5"
"ARM00087938","2022-12-07","5.9",,"2.0"
"ARM00087938","2022-12-08","6.9","10.5",
"ARM00087938","2022-12-09","7.5","11.5","4.2"
"ARM00087938","2022-12-10","7.4","12.0",
"ARM00087938","2022-12-11","8.6",,"6.0"
"ARM00087938","2022-12-12","8.2","14.0","5.4"
"ARM00087938","2022-12-13","8.3","12.5","5.5"
"ARM00087938","2022-12-14","7.9",,"4.0"
"ARM00087938","2022-12-15","9.6",,"5.6"
"ARM00087938","2022-12-16","14.2",,"9.0"
"ARM00087938","2022-12-17","12.4","18.2",
"ARM00087938","2022-12-18","9.9","14.7",
"ARM00087938","2022-12-19","13.7",,"9.0"
"ARM00087938","2022-12-20","13.2","18.2","10.0"
"ARM00087938","2022-12-21","14.8",,"9.5"
"ARM00087938","2022-12-22","13.6","23.2","9.5"
"ARM00087938","2022-12-23","9.0","20.2","5.0"
"ARM00087938","2022-12-24","10.2",,"4.1"
"ARM00087938","2022-12-25","10.9","15.5","7.9"
"ARM00087938","2022-12-26","10.2","14.9",
"ARM00087938","2022-12-27","5.1","12.0",
"ARM00087938","2022-12-28","6.7",,"4.0"
"ARM00087938","2022-12-29","6.2","9.0","4.0"
"ARM00087938","2022-12-30","7.2",,"3.6"
"ARM00087938","2022-12-31","8.1",,